,date,cowshed,avg_actual,avg_milk,THI,calving_days,calving_indices
313,2017-3-24,B4-1N,39.6341463415,22.5,13.3758,247.5,2.0
329,2017-3-25,B4-1N,39.1616766467,22.5,13.3142,258.0,2.0
345,2017-3-26,B4-1N,38.036809816,22.6,13.0678,259.5,2.0
361,2017-3-27,B4-1N,37.2670807453,22.7,13.1602,260.5,2.0
377,2017-3-28,B4-1N,35.0,22.7,14.023,261.0,2.0
393,2017-3-29,B4-1N,35.8490566038,22.7,14.276,262.0,2.0
409,2017-3-30,B4-1N,35.0318471338,22.4,13.9471,263.0,2.0
425,2017-3-31,B4-1N,34.2948717949,23.5,13.9471,264.0,2.0
441,2017-4-1,B4-1N,37.1794871795,22.5,14.932,265.0,2.0
457,2017-4-2,B4-1N,38.064516129,23.2,15.636,266.0,2.0
473,2017-4-3,B4-1N,39.6103896104,22.3,15.1784,267.0,2.0
489,2017-4-4,B4-1N,37.6623376623,22.8,16.1567,266.5,2.0
505,2017-4-5,B4-1N,40.9090909091,22.4,15.7057,267.5,2.0
521,2017-4-6,B4-1N,36.7741935484,22.4,16.1567,268.5,2.0
537,2017-4-7,B4-1N,40.3846153846,22.0,15.841,254.0,2.0
553,2017-4-8,B4-1N,38.6075949367,21.4,16.75,255.0,2.0
569,2017-4-9,B4-1N,39.6226415094,21.5,17.3,256.0,2.0
585,2017-4-10,B4-1N,39.6226415094,21.9,17.685,257.0,2.0
601,2017-4-11,B4-1N,40.6289308176,22.2,16.915,258.0,2.0
617,2017-4-12,B4-1N,38.9937106918,22.1,18.308,259.0,2.0
633,2017-4-13,B4-1N,39.8742138365,22.8,18.5027,261.0,2.0
649,2017-4-14,B4-1N,,,17.659,262.0,2.0
665,2017-4-15,B4-1N,39.1975308642,22.2,18.1133,263.0,2.0
681,2017-4-16,B4-1N,38.6503067485,22.3,18.3436,264.0,2.0
697,2017-4-17,B4-1N,38.036809816,21.9,18.7924,265.0,2.0
713,2017-4-18,B4-1N,35.5828220859,23.3,19.316,280.5,2.0
729,2017-4-19,B4-1N,39.1304347826,22.2,19.0916,281.5,2.0
745,2017-4-20,B4-1N,37.106918239,22.6,19.316,284.0,2.0
761,2017-4-21,B4-1N,35.4037267081,21.8,21.171,283.5,2.0
777,2017-4-22,B4-1N,34.7826086957,22.8,20.9169,284.5,2.0
793,2017-4-23,B4-1N,34.1614906832,22.0,19.2229,285.5,2.0
809,2017-4-24,B4-1N,34.375,22.4,19.7311,288.0,2.0
825,2017-4-25,B4-1N,33.125,21.3,19.2229,289.0,2.0
841,2017-4-26,B4-1N,33.125,21.9,19.7311,288.5,2.0
857,2017-4-27,B4-1N,34.1614906832,9.9,20.386,281.5,2.0
873,2017-4-28,B4-1N,34.7826086957,12.5,20.6698,282.5,2.0
889,2017-4-29,B4-1N,35.4037267081,21.9,21.6158,283.5,2.0
905,2017-4-30,B4-1N,34.7826086957,22.3,21.6158,284.5,2.0
921,2017-5-1,B4-1N,37.5,21.9,21.0482,292.0,2.0
937,2017-5-2,B4-1N,35.9375,22.8,21.332,293.0,2.0
953,2017-5-3,B4-1N,36.25,21.1,21.332,281.0,2.0
969,2017-5-4,B4-1N,37.5,21.3,23.0715,282.0,2.0
985,2017-5-5,B4-1N,36.25,22.5,23.0715,283.0,2.0
1001,2017-5-6,B4-1N,36.25,22.2,23.385,284.0,2.0
1017,2017-5-7,B4-1N,35.625,22.6,23.0715,285.0,2.0
1033,2017-5-8,B4-1N,34.375,22.3,22.0265,286.5,2.0
1049,2017-5-9,B4-1N,35.625,22.5,21.295,294.0,2.0
1065,2017-5-10,B4-1N,35.4430379747,22.3,22.0265,295.0,2.0
1081,2017-5-11,B4-1N,33.9622641509,21.3,23.6912,296.0,2.0
1097,2017-5-12,B4-1N,33.5443037975,21.1,25.2928,290.5,2.0
1113,2017-5-13,B4-1N,32.9113924051,21.5,25.636,291.5,2.0
1129,2017-5-14,B4-1N,32.7160493827,23.7,24.492,292.0,2.0
1145,2017-5-15,B4-1N,36.1963190184,18.9,24.8352,293.0,2.0
1161,2017-5-16,B4-1N,37.5,21.4,25.2928,294.0,2.0
1177,2017-5-17,B4-1N,39.2405063291,22.0,24.356,295.0,2.0
1193,2017-5-18,B4-1N,38.6075949367,22.5,24.7289,296.0,2.0
1209,2017-5-19,B4-1N,40.0,21.9,24.356,297.0,2.0
1225,2017-5-20,B4-1N,36.875,22.0,24.356,298.5,2.0
1241,2017-5-21,B4-1N,37.3417721519,23.0,24.9614,312.0,2.0
1257,2017-5-22,B4-1N,36.3057324841,20.3,26.3034,313.0,2.0
1273,2017-5-23,B4-1N,36.3057324841,22.2,25.7666,314.0,2.0
1289,2017-5-24,B4-1N,35.0318471338,20.2,26.706,303.0,2.0
1305,2017-5-25,B4-1N,34.3949044586,22.4,25.7666,310.0,2.0
1321,2017-5-26,B4-1N,33.3333333333,20.8,28.2453,311.0,2.0
1337,2017-5-27,B4-1N,32.6923076923,22.1,27.813,312.0,2.0
1353,2017-5-28,B4-1N,32.9032258065,21.5,26.8043,313.0,2.0
1369,2017-5-29,B4-1N,31.8181818182,21.1,25.9397,321.5,2.0
1385,2017-5-30,B4-1N,32.4675324675,21.3,25.9397,322.5,2.0
1401,2017-5-31,B4-1N,31.8181818182,21.3,27.842,323.5,2.0
1417,2017-6-1,B4-1N,32.4675324675,19.9,26.918,324.5,2.0
1433,2017-6-2,B4-1N,32.4675324675,21.9,27.38,325.5,2.0
1449,2017-6-3,B4-1N,35.0649350649,20.2,26.918,326.5,2.0
1465,2017-6-4,B4-1N,32.4675324675,21.0,28.92,327.5,2.0
1481,2017-6-5,B4-1N,35.0649350649,21.5,27.8963,330.5,2.0
1497,2017-6-6,B4-1N,37.8205128205,21.0,28.388,331.5,2.0
1513,2017-6-7,B4-1N,34.6153846154,21.7,30.027,332.5,2.0
1529,2017-6-8,B4-1N,36.1290322581,21.5,27.8963,333.0,2.0
1545,2017-6-9,B4-1N,34.6153846154,21.0,29.5353,334.0,2.0
1561,2017-6-10,B4-1N,33.3333333333,21.3,29.5353,333.5,2.0
1577,2017-6-11,B4-1N,34.7402597403,21.2,30.027,334.5,2.0
1593,2017-6-12,B4-1N,36.6013071895,20.7,29.9174,328.0,2.0
1609,2017-6-13,B4-1N,35.6209150327,21.3,31.6554,335.0,2.0
1625,2017-6-14,B4-1N,35.0326797386,21.1,29.396,337.5,2.0
1641,2017-6-15,B4-1N,35.7823129252,21.8,30.6126,340.0,2.0
1657,2017-6-16,B4-1N,36.3888888889,21.0,31.134,339.5,2.0
1673,2017-6-17,B4-1N,36.7123287671,19.8,28.8746,325.5,2.0
1689,2017-6-18,B4-1N,34.693877551,20.6,31.134,326.5,2.0
1705,2017-6-19,B4-1N,,,29.396,320.0,2.0
1721,2017-6-20,B4-1N,,,28.8746,321.0,2.0
1737,2017-6-21,B4-1N,,,31.6554,322.0,2.0
1753,2017-6-22,B4-1N,,,34.0886,323.0,2.0
1769,2017-6-23,B4-1N,,,32.872,324.0,2.0
1785,2017-6-24,B4-1N,,,31.134,323.0,2.0
1801,2017-6-25,B4-1N,,,30.6126,324.0,2.0
1817,2017-6-26,B4-1N,,,30.6126,325.0,2.0
1833,2017-6-27,B4-1N,,,30.6126,325.0,2.0
1849,2017-6-28,B4-1N,,,29.9174,354.0,2.0
1865,2017-6-29,B4-1N,,,32.3506,351.0,2.0
1881,2017-6-30,B4-1N,,,32.3506,352.0,2.0
1897,2017-7-1,B4-1N,,,29.9174,353.0,2.0
1913,2017-7-2,B4-1N,,,31.134,354.0,2.0
1929,2017-7-3,B4-1N,,,34.0886,341.0,2.0
1945,2017-7-4,B4-1N,,,30.6126,342.0,2.0
1961,2017-7-5,B4-1N,,,33.3934,343.0,2.0
1977,2017-7-6,B4-1N,,,33.3934,344.0,2.0
1993,2017-7-7,B4-1N,,,32.3506,346.0,2.0
2009,2017-7-8,B4-1N,,,31.134,346.0,2.0
2025,2017-7-9,B4-1N,,,34.0886,346.0,2.0
2041,2017-7-10,B4-1N,,,31.6554,341.5,2.0
2057,2017-7-11,B4-1N,,,36.348,342.5,2.0
2073,2017-7-12,B4-1N,,,34.0886,345.0,2.0
2089,2017-7-13,B4-1N,,,32.872,346.0,2.0
2105,2017-7-14,B4-1N,,,34.0886,343.0,2.0
2121,2017-7-15,B4-1N,,,32.872,344.0,2.0
2137,2017-7-16,B4-1N,,,34.0886,345.5,2.0
2153,2017-7-17,B4-1N,,,34.61,346.5,2.0
2169,2017-7-18,B4-1N,,,32.872,347.5,2.0
2185,2017-7-19,B4-1N,,,32.872,348.5,2.0
2201,2017-7-20,B4-1N,,,34.9576,349.5,2.0
2217,2017-7-21,B4-1N,,,34.9576,350.5,2.0
2233,2017-7-22,B4-1N,,,32.872,344.0,2.0
2249,2017-7-23,B4-1N,,,35.284,345.0,2.0
2265,2017-7-24,B4-1N,,,37.696,341.0,2.0
2281,2017-7-25,B4-1N,,,38.902,342.0,2.0
5,2017-3-5,B1-5N,39.3442622951,28.8,9.236,149.0,1.0
21,2017-3-6,B1-5N,39.6721311475,29.0,9.478,150.0,1.0
37,2017-3-7,B1-5N,40.1639344262,29.0,9.4054,151.0,1.0
53,2017-3-8,B1-5N,38.5245901639,29.0,9.4054,152.0,1.0
69,2017-3-9,B1-5N,40.8333333333,29.0,10.244,153.0,1.0
85,2017-3-10,B1-5N,39.1666666667,29.2,10.2011,154.0,1.0
101,2017-3-11,B1-5N,39.3442622951,29.0,10.387,155.0,1.0
117,2017-3-12,B1-5N,38.5245901639,26.0,10.4299,156.0,1.0
133,2017-3-13,B1-5N,39.3442622951,28.3,10.387,157.0,1.0
149,2017-3-14,B1-5N,37.7049180328,28.3,10.101,158.0,1.0
165,2017-3-15,B1-5N,40.9836065574,28.3,11.1948,159.0,1.0
181,2017-3-16,B1-5N,40.4958677686,28.4,11.252,160.0,1.0
197,2017-3-17,B1-5N,39.6694214876,28.3,11.2652,161.0,1.0
213,2017-3-18,B1-5N,37.1900826446,28.5,11.296,161.0,1.0
229,2017-3-19,B1-5N,38.8429752066,28.4,11.2388,162.0,1.0
245,2017-3-20,B1-5N,39.5833333333,28.5,12.2435,163.0,1.0
261,2017-3-21,B1-5N,39.4957983193,28.4,12.2765,164.0,1.0
277,2017-3-22,B1-5N,41.0169491525,28.5,12.315,165.0,1.0
293,2017-3-23,B1-5N,39.406779661,28.6,12.2765,166.0,1.0
309,2017-3-24,B1-5N,38.5593220339,28.7,13.3758,167.0,1.0
325,2017-3-25,B1-5N,40.6779661017,29.9,13.3142,169.0,1.0
341,2017-3-26,B1-5N,40.8403361345,28.7,13.0678,169.0,1.0
357,2017-3-27,B1-5N,37.8151260504,28.9,13.1602,170.0,1.0
373,2017-3-28,B1-5N,38.1355932203,29.1,14.023,171.0,1.0
389,2017-3-29,B1-5N,38.1355932203,31.3,14.276,172.0,1.0
405,2017-3-30,B1-5N,38.1355932203,28.4,13.9471,173.0,1.0
421,2017-3-31,B1-5N,40.6779661017,28.9,13.9471,174.0,1.0
437,2017-4-1,B1-5N,42.735042735,29.6,14.932,175.0,1.0
453,2017-4-2,B1-5N,42.735042735,28.9,15.636,176.0,1.0
469,2017-4-3,B1-5N,41.8803418803,21.8,15.1784,177.0,1.0
485,2017-4-4,B1-5N,41.8803418803,28.4,16.1567,178.0,1.0
501,2017-4-5,B1-5N,45.2991452991,28.8,15.7057,179.0,1.0
517,2017-4-6,B1-5N,34.188034188,28.3,16.1567,180.0,1.0
533,2017-4-7,B1-5N,42.735042735,27.8,15.841,181.0,1.0
549,2017-4-8,B1-5N,40.8333333333,27.9,16.75,182.0,1.0
565,2017-4-9,B1-5N,42.1487603306,28.0,17.3,183.0,1.0
581,2017-4-10,B1-5N,40.8333333333,27.7,17.685,184.0,1.0
597,2017-4-11,B1-5N,40.756302521,27.9,16.915,184.0,1.0
613,2017-4-12,B1-5N,41.1764705882,29.3,18.308,185.0,1.0
629,2017-4-13,B1-5N,41.1016949153,28.2,18.5027,186.0,1.0
645,2017-4-14,B1-5N,41.1016949153,29.3,17.659,187.0,1.0
661,2017-4-15,B1-5N,39.8305084746,28.4,18.1133,188.0,1.0
677,2017-4-16,B1-5N,39.3220338983,28.4,18.3436,189.0,1.0
693,2017-4-17,B1-5N,38.9830508475,28.7,18.7924,190.0,1.0
709,2017-4-18,B1-5N,38.1355932203,29.7,19.316,191.0,1.0
725,2017-4-19,B1-5N,40.350877193,28.9,19.0916,192.0,1.0
741,2017-4-20,B1-5N,32.5892857143,29.0,19.316,193.0,1.0
757,2017-4-21,B1-5N,36.6071428571,27.6,21.171,194.0,1.0
773,2017-4-22,B1-5N,37.5,29.4,20.9169,195.0,1.0
789,2017-4-23,B1-5N,36.6071428571,28.7,19.2229,197.0,1.0
805,2017-4-24,B1-5N,34.5454545455,29.4,19.7311,198.0,1.0
821,2017-4-25,B1-5N,37.037037037,28.6,19.2229,199.0,1.0
837,2017-4-26,B1-5N,36.6972477064,27.5,19.7311,200.0,1.0
853,2017-4-27,B1-5N,37.6146788991,27.6,20.386,201.0,1.0
869,2017-4-28,B1-5N,40.3669724771,27.6,20.6698,202.0,1.0
885,2017-4-29,B1-5N,36.9369369369,28.2,21.6158,203.0,1.0
901,2017-4-30,B1-5N,37.5,27.8,21.6158,204.0,1.0
917,2017-5-1,B1-5N,39.0909090909,27.6,21.0482,205.0,1.0
933,2017-5-2,B1-5N,39.8148148148,27.1,21.332,206.0,1.0
949,2017-5-3,B1-5N,40.1851851852,27.9,21.332,207.0,1.0
965,2017-5-4,B1-5N,41.2037037037,27.9,23.0715,208.0,1.0
981,2017-5-5,B1-5N,39.6226415094,27.8,23.0715,209.0,1.0
997,2017-5-6,B1-5N,41.4285714286,27.2,23.385,210.0,1.0
1013,2017-5-7,B1-5N,41.9047619048,27.8,23.0715,211.0,1.0
1029,2017-5-8,B1-5N,40.9523809524,26.3,22.0265,212.0,1.0
1045,2017-5-9,B1-5N,39.0476190476,25.2,21.295,213.0,1.0
1061,2017-5-10,B1-5N,36.1904761905,30.0,22.0265,214.0,1.0
1077,2017-5-11,B1-5N,30.4761904762,28.8,23.6912,201.0,1.0
1093,2017-5-12,B1-5N,29.9212598425,29.2,25.2928,209.0,1.0
1109,2017-5-13,B1-5N,37.2262773723,28.8,25.636,210.0,1.0
1125,2017-5-14,B1-5N,36.7647058824,30.7,24.492,211.0,1.0
1141,2017-5-15,B1-5N,40.4411764706,28.5,24.8352,212.0,1.0
1157,2017-5-16,B1-5N,38.9705882353,28.5,25.2928,213.0,1.0
1173,2017-5-17,B1-5N,41.1764705882,29.6,24.356,214.0,1.0
1189,2017-5-18,B1-5N,40.0,0.0,24.7289,215.0,1.0
1205,2017-5-19,B1-5N,41.3533834586,29.5,24.356,216.0,1.0
1221,2017-5-20,B1-5N,41.9847328244,29.1,24.356,217.0,1.0
1237,2017-5-21,B1-5N,41.9847328244,28.0,24.9614,218.5,1.0
1253,2017-5-22,B1-5N,42.7480916031,28.9,26.3034,219.5,1.0
1269,2017-5-23,B1-5N,40.4580152672,27.1,25.7666,221.0,1.0
1285,2017-5-24,B1-5N,39.6946564885,29.1,26.706,222.0,1.0
1301,2017-5-25,B1-5N,39.7058823529,29.1,25.7666,222.5,1.0
1317,2017-5-26,B1-5N,39.8550724638,30.6,28.2453,223.5,1.0
1333,2017-5-27,B1-5N,40.5797101449,29.5,27.813,224.5,1.0
1349,2017-5-28,B1-5N,41.6058394161,30.7,26.8043,225.5,1.0
1365,2017-5-29,B1-5N,41.9117647059,28.3,25.9397,226.0,1.0
1381,2017-5-30,B1-5N,41.9117647059,29.9,25.9397,227.0,1.0
1397,2017-5-31,B1-5N,42.962962963,28.2,27.842,228.0,1.0
1413,2017-6-1,B1-5N,41.4814814815,28.2,26.918,229.0,1.0
1429,2017-6-2,B1-5N,40.0,28.0,27.38,231.5,1.0
1445,2017-6-3,B1-5N,40.0,29.1,26.918,232.5,1.0
1461,2017-6-4,B1-5N,38.8888888889,28.3,28.92,233.5,1.0
1477,2017-6-5,B1-5N,38.9261744966,30.5,27.8963,234.5,1.0
1493,2017-6-6,B1-5N,40.2684563758,28.6,28.388,235.5,1.0
1509,2017-6-7,B1-5N,39.5973154362,31.7,30.027,236.5,1.0
1525,2017-6-8,B1-5N,38.9261744966,29.7,27.8963,238.0,1.0
1541,2017-6-9,B1-5N,39.5973154362,30.9,29.5353,239.0,1.0
1557,2017-6-10,B1-5N,38.5234899329,28.7,29.5353,240.0,1.0
1573,2017-6-11,B1-5N,38.6577181208,30.1,30.027,241.0,1.0
1589,2017-6-12,B1-5N,38.9261744966,27.8,29.9174,242.0,1.0
1605,2017-6-13,B1-5N,38.9261744966,29.9,31.6554,243.0,1.0
1621,2017-6-14,B1-5N,39.1946308725,29.9,29.396,244.0,1.0
1637,2017-6-15,B1-5N,39.8648648649,33.6,30.6126,245.0,1.0
1653,2017-6-16,B1-5N,39.1891891892,31.4,31.134,246.0,1.0
1669,2017-6-17,B1-5N,38.9312977099,32.6,28.8746,243.0,1.0
1685,2017-6-18,B1-5N,43.4426229508,31.3,31.134,244.0,1.0
1701,2017-6-19,B1-5N,41.8032786885,32.9,29.396,245.0,1.0
1717,2017-6-20,B1-5N,44.262295082,33.0,28.8746,246.0,1.0
1733,2017-6-21,B1-5N,41.8032786885,31.8,31.6554,247.5,1.0
1749,2017-6-22,B1-5N,41.8032786885,32.8,34.0886,248.5,1.0
1765,2017-6-23,B1-5N,41.8032786885,29.9,32.872,249.5,1.0
1781,2017-6-24,B1-5N,42.6229508197,28.0,31.134,251.0,1.0
1797,2017-6-25,B1-5N,40.4918032787,30.0,30.6126,252.0,1.0
1813,2017-6-26,B1-5N,40.1639344262,17.6,30.6126,253.5,1.0
1829,2017-6-27,B1-5N,42.0869565217,17.8,30.6126,254.0,1.0
1845,2017-6-28,B1-5N,42.4778761062,17.6,29.9174,255.0,1.0
1861,2017-6-29,B1-5N,21.2389380531,35.1,32.3506,,
1877,2017-6-30,B1-5N,,,32.3506,28.0,3.0
1893,2017-7-1,B1-5N,,,29.9174,29.0,3.0
1909,2017-7-2,B1-5N,,,31.134,27.5,3.0
1925,2017-7-3,B1-5N,,,34.0886,29.0,3.0
1941,2017-7-4,B1-5N,,,30.6126,25.0,3.0
1957,2017-7-5,B1-5N,,,33.3934,26.0,3.0
1973,2017-7-6,B1-5N,,,33.3934,24.0,3.0
1989,2017-7-7,B1-5N,,,32.3506,25.0,3.0
2005,2017-7-8,B1-5N,28.0,35.3,31.134,26.0,3.0
2021,2017-7-9,B1-5N,29.8701298701,12.6,34.0886,27.0,3.0
2037,2017-7-10,B1-5N,,,31.6554,28.0,3.0
2053,2017-7-11,B1-5N,,,36.348,28.0,3.0
2069,2017-7-12,B1-5N,36.8,33.3,34.0886,27.0,3.0
2085,2017-7-13,B1-5N,38.6842105263,34.6,32.872,28.0,3.0
2101,2017-7-14,B1-5N,38.9473684211,11.2,34.0886,28.0,3.0
2117,2017-7-15,B1-5N,36.2962962963,33.4,32.872,29.0,3.0
2133,2017-7-16,B1-5N,34.9397590361,32.2,34.0886,30.0,3.0
2149,2017-7-17,B1-5N,35.6626506024,34.2,34.61,31.0,3.0
2165,2017-7-18,B1-5N,34.8837209302,35.1,32.872,31.0,3.0
2181,2017-7-19,B1-5N,33.4065934066,34.0,32.872,32.0,3.0
2197,2017-7-20,B1-5N,34.7826086957,34.3,34.9576,33.0,3.0
2213,2017-7-21,B1-5N,34.7826086957,35.0,34.9576,34.0,3.0
2229,2017-7-22,B1-5N,32.6315789474,33.6,32.872,35.0,3.0
2245,2017-7-23,B1-5N,33.3333333333,33.0,35.284,36.0,3.0
2261,2017-7-24,B1-5N,34.375,32.0,37.696,36.0,3.0
2277,2017-7-25,B1-5N,30.612244898,32.0,38.902,37.0,3.0
0,2017-3-5,B1-1S,36.4864864865,22.1,9.236,231.0,1.0
16,2017-3-6,B1-1S,37.1621621622,22.0,9.478,232.0,1.0
32,2017-3-7,B1-1S,38.0952380952,22.3,9.4054,233.0,1.0
48,2017-3-8,B1-1S,36.301369863,21.9,9.4054,234.0,1.0
64,2017-3-9,B1-1S,36.9127516779,21.9,10.244,235.0,1.0
80,2017-3-10,B1-1S,36.2416107383,21.7,10.2011,236.0,1.0
96,2017-3-11,B1-1S,36.0,21.7,10.387,237.0,1.0
112,2017-3-12,B1-1S,35.761589404,22.2,10.4299,243.0,1.0
128,2017-3-13,B1-1S,37.2549019608,21.7,10.387,244.0,1.0
144,2017-3-14,B1-1S,37.908496732,22.3,10.101,245.0,1.0
160,2017-3-15,B1-1S,38.1578947368,22.4,11.1948,246.0,1.0
176,2017-3-16,B1-1S,38.1578947368,22.4,11.252,248.5,1.0
192,2017-3-17,B1-1S,37.0860927152,23.4,11.2652,249.5,1.0
208,2017-3-18,B1-1S,37.5838926174,22.5,11.296,249.0,1.0
224,2017-3-19,B1-1S,37.323943662,22.7,11.2388,250.0,1.0
240,2017-3-20,B1-1S,37.9432624113,23.0,12.2435,251.0,1.0
256,2017-3-21,B1-1S,36.8794326241,23.1,12.2765,252.0,1.0
272,2017-3-22,B1-1S,38.6524822695,23.1,12.315,253.0,1.0
288,2017-3-23,B1-1S,38.8235294118,23.3,12.2765,242.0,2.0
304,2017-3-24,B1-1S,38.679245283,23.4,13.3758,243.0,2.0
320,2017-3-25,B1-1S,39.8734177215,23.7,13.3142,244.0,2.0
336,2017-3-26,B1-1S,39.4904458599,24.1,13.0678,244.5,2.0
352,2017-3-27,B1-1S,39.4904458599,27.0,13.1602,246.0,2.0
368,2017-3-28,B1-1S,37.5796178344,23.8,14.023,247.0,2.0
384,2017-3-29,B1-1S,37.2549019608,24.2,14.276,248.0,2.0
400,2017-3-30,B1-1S,38.5135135135,24.0,13.9471,247.0,2.0
416,2017-3-31,B1-1S,38.255033557,24.6,13.9471,248.5,2.0
432,2017-4-1,B1-1S,40.0,23.7,14.932,250.0,2.0
448,2017-4-2,B1-1S,39.3333333333,23.9,15.636,251.5,2.0
464,2017-4-3,B1-1S,38.9261744966,23.5,15.1784,252.5,2.0
480,2017-4-4,B1-1S,39.1891891892,23.8,16.1567,253.5,2.0
496,2017-4-5,B1-1S,39.8648648649,23.8,15.7057,254.5,2.0
512,2017-4-6,B1-1S,37.1621621622,23.6,16.1567,255.5,2.0
528,2017-4-7,B1-1S,37.8378378378,23.6,15.841,256.5,2.0
544,2017-4-8,B1-1S,38.5135135135,24.0,16.75,258.0,2.0
560,2017-4-9,B1-1S,38.5135135135,23.3,17.3,259.0,2.0
576,2017-4-10,B1-1S,37.1621621622,23.6,17.685,260.0,2.0
592,2017-4-11,B1-1S,38.5135135135,23.8,16.915,261.0,2.0
608,2017-4-12,B1-1S,38.0952380952,23.4,18.308,265.0,2.0
624,2017-4-13,B1-1S,36.8243243243,24.0,18.5027,263.0,2.0
640,2017-4-14,B1-1S,37.8289473684,23.9,17.659,267.0,2.0
656,2017-4-15,B1-1S,38.2352941176,24.0,18.1133,268.0,2.0
672,2017-4-16,B1-1S,38.4105960265,24.3,18.3436,269.0,2.0
688,2017-4-17,B1-1S,39.4736842105,23.9,18.7924,273.0,2.0
704,2017-4-18,B1-1S,36.7346938776,24.4,19.316,274.5,2.0
720,2017-4-19,B1-1S,38.1944444444,24.1,19.0916,275.5,2.0
736,2017-4-20,B1-1S,36.9863013699,24.4,19.316,276.5,2.0
752,2017-4-21,B1-1S,37.4149659864,23.7,21.171,278.0,2.0
768,2017-4-22,B1-1S,36.7346938776,24.4,20.9169,279.0,2.0
784,2017-4-23,B1-1S,37.4149659864,23.8,19.2229,280.0,2.0
800,2017-4-24,B1-1S,36.0544217687,24.0,19.7311,281.0,2.0
816,2017-4-25,B1-1S,34.2465753425,23.1,19.2229,282.0,2.0
832,2017-4-26,B1-1S,34.9315068493,22.8,19.7311,283.0,2.0
848,2017-4-27,B1-1S,36.0544217687,16.1,20.386,283.0,2.0
864,2017-4-28,B1-1S,36.7346938776,22.5,20.6698,284.0,2.0
880,2017-4-29,B1-1S,36.7346938776,23.1,21.6158,285.0,2.0
896,2017-4-30,B1-1S,36.7346938776,24.0,21.6158,286.0,2.0
912,2017-5-1,B1-1S,35.1724137931,23.6,21.0482,287.0,2.0
928,2017-5-2,B1-1S,36.4583333333,24.3,21.332,288.0,2.0
944,2017-5-3,B1-1S,37.323943662,22.9,21.332,289.0,2.0
960,2017-5-4,B1-1S,39.2857142857,23.0,23.0715,290.0,2.0
976,2017-5-5,B1-1S,38.5714285714,23.8,23.0715,291.0,2.0
992,2017-5-6,B1-1S,38.2978723404,23.4,23.385,292.0,2.0
1008,2017-5-7,B1-1S,38.2978723404,23.2,23.0715,293.0,2.0
1024,2017-5-8,B1-1S,38.2978723404,23.5,22.0265,294.0,2.0
1040,2017-5-9,B1-1S,39.2857142857,23.3,21.295,295.5,2.0
1056,2017-5-10,B1-1S,40.0,23.2,22.0265,296.5,2.0
1072,2017-5-11,B1-1S,38.5714285714,23.0,23.6912,297.5,2.0
1088,2017-5-12,B1-1S,37.9562043796,22.7,25.2928,298.0,2.0
1104,2017-5-13,B1-1S,37.7777777778,22.9,25.636,299.0,2.0
1120,2017-5-14,B1-1S,38.5185185185,24.5,24.492,300.0,2.0
1136,2017-5-15,B1-1S,37.7777777778,21.2,24.8352,301.0,2.0
1152,2017-5-16,B1-1S,38.5185185185,22.4,25.2928,302.0,2.0
1168,2017-5-17,B1-1S,38.5185185185,22.7,24.356,303.0,2.0
1184,2017-5-18,B1-1S,37.7777777778,22.8,24.7289,304.0,2.0
1200,2017-5-19,B1-1S,37.7777777778,22.8,24.356,305.0,2.0
1216,2017-5-20,B1-1S,37.7777777778,22.6,24.356,306.0,2.0
1232,2017-5-21,B1-1S,36.2962962963,23.2,24.9614,307.0,2.0
1248,2017-5-22,B1-1S,38.0597014925,20.2,26.3034,308.0,2.0
1264,2017-5-23,B1-1S,36.0902255639,22.7,25.7666,309.0,2.0
1280,2017-5-24,B1-1S,36.3636363636,21.8,26.706,310.0,2.0
1296,2017-5-25,B1-1S,36.8421052632,22.5,25.7666,311.0,2.0
1312,2017-5-26,B1-1S,36.0902255639,21.0,28.2453,312.5,2.0
1328,2017-5-27,B1-1S,35.3383458647,22.4,27.813,313.5,2.0
1344,2017-5-28,B1-1S,36.3636363636,22.2,26.8043,314.5,2.0
1360,2017-5-29,B1-1S,34.8484848485,21.9,25.9397,315.5,2.0
1376,2017-5-30,B1-1S,36.3636363636,22.7,25.9397,316.5,2.0
1392,2017-5-31,B1-1S,37.8787878788,23.1,27.842,317.0,2.0
1408,2017-6-1,B1-1S,37.8787878788,19.9,26.918,318.0,2.0
1424,2017-6-2,B1-1S,35.8108108108,22.3,27.38,320.0,2.0
1440,2017-6-3,B1-1S,35.7142857143,21.1,26.918,321.0,2.0
1456,2017-6-4,B1-1S,35.0649350649,21.8,28.92,322.0,2.0
1472,2017-6-5,B1-1S,37.012987013,22.1,27.8963,323.0,2.0
1488,2017-6-6,B1-1S,37.012987013,21.6,28.388,324.0,2.0
1504,2017-6-7,B1-1S,37.012987013,22.2,30.027,325.0,2.0
1520,2017-6-8,B1-1S,36.6013071895,22.0,27.8963,326.0,2.0
1536,2017-6-9,B1-1S,36.8421052632,19.2,29.5353,327.0,2.0
1552,2017-6-10,B1-1S,36.1842105263,22.0,29.5353,328.0,2.0
1568,2017-6-11,B1-1S,36.6666666667,22.0,30.027,330.0,2.0
1584,2017-6-12,B1-1S,35.8108108108,22.2,29.9174,335.0,2.0
1600,2017-6-13,B1-1S,36.4864864865,22.3,31.6554,336.0,2.0
1616,2017-6-14,B1-1S,37.1428571429,22.7,29.396,337.0,2.0
1632,2017-6-15,B1-1S,37.5,23.2,30.6126,336.0,2.0
1648,2017-6-16,B1-1S,35.3846153846,23.5,31.134,335.0,2.0
